MONITOR	 SHAME	ANXIETY	EAT_DIS	AGE
29.6966961302157	14.153272742165	8.3240820457602	46.1901707348158	49.2234966751287
21.7972035569441	18.237356393596	28.1195187247589	65.287043108416	43.1557705714287
38.8583733965323	19.8883973339837	29.3573706686676	83.1168689115583	21.3745878088561
43.5162282998366	39.2386719940984	29.0038834465873	79.5028881843224	44.6620340505489
18.2948263666903	13.8099458477235	5.21893176213869	33.5085579739942	36.3592997978924
17.7637914785537	17.8613338245289	15.8264818065358	52.2934783579908	74.2869709577419
23.0738201271222	25.5403049954012	16.0162944836045	68.3142029704637	46.9799678169708
31.694591679623	16.2065585420793	1.36496065875073	46.6165286379698	35.8822842950912
22.2611433643362	27.9814175932177	35.0495137703148	75.4541554848054	45.6731164930798
26.820165430285	5.04172664233798	15.2084810932362	48.6346548859987	48.5411218977429
31.8764814053962	27.1805543797204	29.3179618167245	64.197524335732	44.1503806128819
34.0690598254083	29.5935684924301	17.3358195006654	59.3743631797628	55.7506564856559
20.5844801103974	18.9635710738429	18.5691057146728	37.1371997433012	68.2950220678115
22.76402592234	20.5696082870357	21.2283584596665	67.2754973432662	44.6870105539909
43.1175539639932	28.6063297707222	29.4744995017465	70.6846525947209	39.9049114787034
29.629770823456	20.9193922719509	32.2402321888756	79.324654257931	50.1801812650116
12.9594313382492	29.4374984472235	24.3224167222726	57.6491699499065	38.6297201326926
28.496547693456	19.0098069852727	20.9749464160567	61.5691452214912	37.6688853809196
18.5371833278448	16.6429522906654	11.553779471359	42.4410828249229	45.7901276660258
21.4604124276194	22.6544780893449	16.7222213808944	67.5070087525003	45.6281070155752
32.0479547563996	27.8877240322164	27.8509274923155	66.1180571300549	50.350310590163
31.1937600191087	18.6698664464377	25.7202788311039	68.5962587725898	40.4530185533561
26.0025825776116	33.3945771406518	32.6855776153562	88.6372814976577	42.2881134373928
30.1240272039733	17.7346307643641	28.0497333640989	61.7610371762579	53.8431445394229
22.261959975675	10.1997343681958	20.9030633355805	65.2002527160586	52.8276463011689
13.4960989932209	21.818930153323	8.67903531988531	37.3784821510545	69.7339740083961
25.193723704179	32.0962556162004	25.6882036892948	64.8929036467701	46.9609668769832
31.2282727991658	19.0018911975395	32.3503981678323	77.6105485349614	38.2228356851487
24.4578393977538	19.820100577036	23.6585752858314	59.3762523807267	40.0819262012155
27.3385675976935	26.5791779344365	30.3304709093877	83.3555853834436	48.3952752331733
17.5321516409768	23.8856922962893	7.74286984556102	43.9316210660101	49.4138634896446
30.3255675513222	42.3790591525199	32.6308876286012	65.6593328023411	60.5841738761474
20.678777451609	12.4168489711443	12.5263608650797	36.0597234528223	62.5083625091764
28.2218687877548	11.7646636142671	19.8249728213309	61.0189441028784	49.025656142225
21.4783431656853	19.423059544594	28.5329495348176	88.2998206416051	46.6794447847122
27.844619421445	23.3827674885375	8.78193004936121	60.3851595934546	51.0893313358612
30.1286120082497	33.9485073200852	30.462925981275	82.2069370486807	37.250367291785
19.6267761319969	30.0390402288093	27.9494136201888	74.281204811229	58.3527425517896
30.3247595375147	13.883223803213	11.0730066118668	38.801923811416	32.8978616372731
29.8307853750481	26.4386889248152	25.9932914451928	71.8209892930876	50.0027895641569
25.9131731390067	23.3746669732362	12.9880591363271	45.5580064542221	50.6602290460501
31.0315671024056	27.3850779708369	21.7763350691685	64.5549544847302	36.8658027067141
26.4669137445638	20.4183792052587	31.7034773746807	55.6255481953539	28.3330384346242
19.6026309178909	29.5600850455853	39.2732951112247	58.668702272932	49.4715608007187
18.6768936828371	25.4162764536678	9.20522281025269	52.6018032223879	55.4189978162164
42.3707605687946	25.6119308238674	48.5525260314807	88.5726123973738	36.851315621957
35.2963943033326	17.7784284214516	14.921965685668	47.4594809229305	41.4569904104145
31.3211804311668	14.3879770032881	19.6804446419395	58.0007231422148	56.2919203705446
25.8947612982925	35.7438716054698	24.090117671299	56.0343252508077	35.6078496663955
18.9910614517151	25.6049166867938	21.8090481088195	75.5253090605415	62.2801890940541
37.828739267493	24.1098302441561	19.7761358314895	57.9447217403444	39.1272240688168
22.2434761466085	27.0012810675347	32.8933266479333	60.3681818628185	49.5029542883402
30.9367485808763	21.3087736367207	20.3027002368729	52.1068796402045	59.4456303887183
28.3535093596381	20.5839719641108	28.3398717593498	103.050273088215	45.8934897689221
36.3815406176432	16.932047256301	23.3122796135203	88.3202462921386	47.3350280954695
35.5952710081145	22.4646620890819	31.7491325223928	81.0229736108851	45.7266127065087
30.0131112436378	12.8951070519323	20.7383866305064	90.7121581580882	38.2673973970592
29.2000923979594	26.5056236917486	35.9839541656215	79.1677117997264	55.797017046731
29.2984346300626	19.4055189700811	13.6561756756298	70.7135388143872	58.3864974067889
25.0575722865187	13.0278396553231	11.6228757287532	36.6437678699183	69.3118137685239
31.1429954540354	18.5366445848406	22.9282133516743	55.4964430452832	57.4799946284845
29.8006643640071	21.2659129275672	42.1547159963634	95.0779669698815	48.4431671132808
19.3265314229908	25.8750548703406	30.4701816864585	69.917294055792	42.8440132425591
28.2280911934213	22.5893904309175	17.1423159458956	43.8887366910382	49.5135358291571
24.0559494285858	26.0780762775204	20.1167745270592	54.8598561257616	54.035884716017
22.234819603697	16.4237082622709	23.3137143075992	62.5639840998967	44.9108994849314
25.0681714561152	20.4395247283115	25.1597148257938	98.7483245031105	70.9151108495683
22.8499579449471	24.6647746335815	29.7512618320084	69.6277313330934	50.3308922434829
27.3038496632647	28.3416437827766	17.4349575249249	53.6083016368048	50.7248973503945
31.6686601318902	35.1034497105771	28.5719728182226	66.849053444735	31.2195182785927
39.0387736328597	21.8458278620487	19.9455444525003	80.6466367898178	56.658773170482
16.5787870119354	15.1959648030049	8.40468707500891	41.902551494326	73.3297951663572
51.3483082053372	20.615612993207	39.0605436365662	106.028348543717	30.3308632423203
33.1959077883274	25.0886641487682	24.7096270207381	62.6541045680106	40.6566853272754
23.1841818500699	25.5672010196398	33.6306944212891	70.7107064193069	46.8213699193889
24.9812533655996	12.8674118368257	15.0056531682114	53.8851672599367	51.3001065143936
29.2132800001491	22.9225808108857	29.2838170555359	63.1831385235952	60.6714011748868
30.3558722576698	19.0879648326141	29.2438908932507	99.702041104501	29.2978018521753
35.5684705222307	26.7258885774252	14.9491503558671	88.9931364945831	49.7054029247991
29.2531941166105	18.8978126104356	14.8064591539796	73.4453782096605	48.1270638323275
31.186736363912	24.8532467381649	32.9985410071238	88.2259468477683	49.2965502511003
27.3052586183335	24.9432436243971	16.1174257476659	48.9309159925353	50.2137378635745
21.4686469178726	30.3633252257852	25.4486400991402	78.6296481848615	42.984393785928
25.7513497081852	26.116061835379	22.977460527723	68.9849484391903	53.2363631822732
25.6950048603505	20.6813319829811	20.0009802746232	40.9406306339965	49.1135735347106
23.8483115447209	21.8168295442436	21.6175106292722	75.0306420194529	60.7536041773552
29.0880221629883	19.9067615635671	16.4468342175733	69.5628048057459	44.0904757438154
33.5366446582063	22.9440431722441	10.1957178218225	42.6509534732008	40.2694246090672
17.8283549587938	15.3834137840001	20.9677187779565	41.8632714708389	55.104923850956
42.1224889492892	26.9003676491303	44.6030207220537	104.876361869547	36.3568883479851
13.5621561509552	21.2604209533229	12.0928739649637	48.4995430029915	48.186805516367
25.9718143064167	25.6971313961763	13.6648379543045	53.2567481777534	47.9215755227222
