   20.75    4.00   12.00   29.00   53.00
   19.86    4.00   23.00   40.00   61.00
   21.49    5.00   17.00   27.00   50.00
   19.99    4.00   19.00   22.00   13.00
   20.76    4.00   26.00   62.00   64.00
   18.85    4.00   31.00   45.00   52.00
   19.89    4.00   22.00   17.00   16.00
   22.24    5.00   26.00   42.00   52.00
   19.03    4.00   24.00   53.00   66.00
   19.36    4.00   22.00   49.00   21.00
   17.14    4.00   35.00    8.00   44.00
   20.15    4.00   21.00   23.00   20.00
   19.63    5.00   28.00   13.00   55.00
   20.15    4.00   22.00   46.00   51.00
   19.33    4.00   16.00   48.00   53.00
   19.85    5.00   22.00   67.00   47.00
   17.23    4.00   16.00   34.00   70.00
   20.38    5.00   18.00   19.00   21.00
   21.21    5.00   20.00   20.00   38.00
   18.61    5.00   36.00   43.00   80.00
   21.88    3.00   36.00   26.00   46.00
   21.75    4.00   13.00   30.00   42.00
   19.80    4.00   25.00   43.00   28.00
   18.76    3.00   28.00   44.00   42.00
   20.59    5.00   15.00    7.00   23.00
   20.20    5.00   17.00   52.00   52.00
   22.23    4.00   19.00   21.00   25.00
   18.20    3.00   16.00    8.00   26.00
   19.41    4.00   16.00   37.00   39.00
   19.88    5.00   10.00   28.00   39.00
   19.00    4.00   17.00   49.00   50.00
   20.78    4.00   12.00   24.00   43.00
   19.26    4.00   15.00   37.00   39.00
   21.10    5.00   19.00   39.00   52.00
   23.84    5.00   12.00   23.00   46.00
   20.82    4.00   13.00   27.00   47.00
   20.40    5.00   32.00   65.00   43.00
   19.80    4.00   25.00   64.00   41.00
   19.36    4.00   29.00   35.00   39.00
   20.03    5.00   24.00   29.00   51.00
   20.64    5.00   27.00   28.00    8.00
   20.22    5.00   15.00   25.00   39.00
   20.70    5.00   35.00   28.00   44.00
   20.36    5.00   33.00   55.00   62.00
   20.02    4.00   13.00   33.00   42.00
   20.17    4.00    6.00    8.00     .00
   19.89    5.00   17.00   29.00   73.00
   20.92    4.00   30.00   31.00   64.00
   21.31    4.00   17.00   59.00   54.00
   19.91    5.00   21.00   22.00   40.00
   19.96    4.00   13.00   22.00     .00
   18.38    4.00   18.00   39.00   50.00
   19.82    4.00    9.00    9.00   11.00
   19.70    5.00   29.00   68.00   66.00
   19.39    4.00   14.00   32.00   49.00
   19.23    5.00   16.00   25.00   49.00
   18.39    4.00   34.00   58.00   41.00
   17.83    4.00   21.00   78.00   85.00
   19.32    5.00   15.00   29.00   52.00
   22.53    5.00   32.00   35.00   47.00
   19.88    4.00   15.00   29.00   19.00
   19.86    5.00   23.00   26.00   25.00
   20.56    5.00   20.00   41.00   53.00
   20.12    4.00   23.00   77.00   66.00
   19.51    4.00   17.00   34.00   44.00
   21.13    4.00   11.00   18.00   71.00
   19.93    5.00   25.00   41.00   44.00
   19.17    4.00   21.00   58.00   59.00
   20.68    4.00   23.00   71.00   35.00
   19.66    4.00   36.00   75.00   92.00
   19.92    5.00   24.00   32.00   53.00
   20.84    5.00   20.00   27.00   39.00
   17.81    5.00   19.00   54.00   67.00
   19.82    4.00   26.00   37.00   50.00
   18.39    4.00   25.00   46.00   80.00
   21.32    5.00   18.00   54.00   29.00
   21.70    4.00   33.00   38.00   39.00
   21.36    6.00   19.00   40.00   61.00
   17.69    5.00   15.00   40.00   36.00
   19.46    5.00   16.00    5.00   22.00
   21.56    4.00   20.00   36.00   38.00
   20.36    5.00   26.00   58.00   76.00
   21.59    4.00   16.00   36.00   22.00
   19.48    5.00   25.00   41.00   68.00
   20.71    4.00   11.00   50.00   51.00
   20.05    5.00   32.00   45.00   47.00
   18.99    4.00   22.00   45.00   66.00
   20.74    4.00   28.00   26.00   62.00
   18.92    5.00   25.00   77.00   42.00
   19.20    4.00   19.00   43.00   17.00
   19.93    4.00   21.00   38.00   58.00
   20.64    4.00   19.00   41.00   27.00
   19.25    4.00   13.00    6.00    2.00
   19.05    5.00   21.00   54.00   53.00
   21.17    5.00   19.00   60.00   63.00
   18.80    4.00   28.00   52.00   63.00
   20.83    4.00   21.00    2.00   25.00
   18.77    4.00    8.00   43.00   31.00
   19.90    5.00   27.00   45.00   49.00
   17.86    4.00   22.00   44.00   15.00
   19.20    4.00   27.00   37.00   26.00
   18.54    3.00   11.00   45.00   38.00
   21.00    5.00   24.00   39.00   47.00
   19.59    4.00   26.00   37.00   46.00
   21.92    5.00   26.00   47.00   68.00
   19.60    5.00   17.00   31.00   66.00
   20.77    5.00   26.00   52.00   49.00
   17.91    4.00   15.00   39.00   27.00
   20.35    4.00   30.00   34.00   48.00
   20.34    5.00   26.00   54.00   63.00
   21.63    5.00   24.00   22.00   23.00
   21.21    4.00   22.00   32.00   49.00
   19.20    5.00   30.00   63.00   82.00
   21.18    5.00   15.00   34.00   50.00
   20.79    5.00   19.00   38.00   69.00
   19.93    5.00   27.00   50.00   57.00
   21.60    5.00   26.00   27.00   49.00
   18.16    5.00   29.00   57.00   41.00
   19.37    5.00   21.00   48.00   46.00
   19.66    4.00   26.00   23.00   19.00
   20.57    5.00   15.00   26.00   44.00
   19.36    5.00   20.00    9.00   24.00
   19.33    4.00   18.00   30.00   45.00
   19.92    5.00   15.00   39.00   28.00
   20.84    4.00   26.00   37.00   55.00
   20.00    4.00   18.00   35.00   37.00
   18.98    4.00   24.00   58.00   46.00
   21.55    5.00   27.00   52.00   43.00
   20.68    5.00   19.00    4.00    7.00
   19.30    5.00   30.00   23.00   48.00
   17.33    4.00   18.00    8.00     .00
   20.70    5.00   23.00   49.00   40.00
   21.07    4.00    9.00   23.00   25.00
   20.58    5.00   24.00   50.00   69.00
   19.93    4.00   25.00   47.00   51.00
   18.53    4.00   18.00   34.00   36.00
   19.64    4.00   28.00   46.00   52.00
   18.82    4.00   15.00    9.00    8.00
   20.86    5.00   25.00   26.00   49.00
   18.09    5.00   29.00   41.00   47.00
   21.46    5.00    7.00   45.00   51.00
   18.30    5.00   34.00   57.00   70.00
   19.18    5.00   12.00   54.00   49.00
   18.65    4.00   14.00   39.00   37.00
   18.66    5.00   29.00   13.00   19.00
   22.24    5.00   24.00   56.00   78.00
   21.27    5.00   20.00   30.00   56.00
   21.90    3.00    7.00   28.00   12.00
   20.84    5.00   32.00   44.00   79.00
   20.21    5.00   23.00   48.00   68.00
   22.61    4.00   13.00   24.00   26.00
   18.54    4.00   17.00   35.00   58.00
   17.27    4.00   20.00   41.00   50.00
   17.58    5.00   21.00   42.00   47.00
   18.47    5.00   14.00   23.00   25.00
   19.63    5.00   26.00   27.00   48.00
   20.88    4.00   18.00   30.00   23.00
   20.24    5.00   23.00   39.00   59.00
   21.40    5.00   20.00   20.00   32.00
   20.34    4.00   17.00   36.00   70.00
   21.11    4.00   28.00   42.00   49.00
   19.22    5.00   37.00   65.00   89.00
   22.08    5.00   18.00   52.00   24.00
   19.81    5.00   10.00   27.00   65.00
   18.25    5.00   13.00   32.00   42.00
   21.06    5.00   21.00     .00   30.00
   20.31    5.00   22.00   39.00   49.00
   20.04    5.00   25.00   37.00   37.00
   19.66    5.00   32.00   49.00   43.00
   21.05    5.00   23.00   61.00   41.00
   19.88    4.00   15.00   39.00   27.00
   21.11    5.00   21.00    4.00    8.00
   19.17    5.00   29.00   58.00   79.00
   17.41    4.00   31.00   16.00    8.00
   20.45    5.00   20.00   62.00   55.00
   18.93    5.00   25.00   57.00   71.00
   21.33    5.00   21.00   21.00   41.00
   20.35    5.00   29.00   36.00   55.00
   18.54    5.00   23.00   41.00   55.00
   18.76    4.00   12.00   26.00   36.00
   21.06    5.00   28.00   34.00   46.00
   18.87    3.00   18.00   23.00   40.00
   21.71    4.00    7.00   45.00   61.00
   19.83    4.00   24.00     .00   49.00
   21.74    3.00   15.00   44.00   50.00
   19.30    5.00   26.00   57.00   57.00
   19.99    4.00   20.00   31.00   29.00
   20.18    6.00   17.00   36.00   64.00
   18.92    4.00   16.00   25.00   36.00
   20.92    4.00   19.00   52.00   61.00
   22.02    4.00   14.00   54.00   47.00
   18.34    4.00   14.00   25.00   65.00
   20.50    5.00   18.00   21.00   54.00
   20.66    5.00    8.00   39.00   18.00
   20.04    4.00   25.00   66.00   85.00
   20.67    5.00   13.00   40.00   60.00
   21.51    4.00   16.00   25.00   31.00
   21.98    4.00   21.00   19.00   37.00
   18.00    5.00   18.00   52.00   61.00
   19.68    5.00   12.00   38.00   23.00
   21.67    5.00   11.00   24.00   26.00
   18.90    4.00   14.00   34.00   47.00
   19.63    4.00   29.00   33.00   54.00
   20.97    6.00   18.00   53.00   60.00
   18.92    5.00   11.00   45.00   33.00
   19.08    5.00   12.00   63.00   45.00
   19.56    5.00   24.00   66.00   47.00
   21.98    4.00   27.00   36.00   49.00
   19.23    5.00   15.00   26.00   16.00
   21.14    4.00   23.00   50.00   46.00
   19.69    5.00   21.00   30.00   40.00
   21.80    5.00   20.00   43.00   50.00
   20.94    5.00   20.00   37.00   15.00
   20.38    5.00   25.00   30.00   53.00
   21.38    5.00   24.00   84.00   48.00
   20.09    6.00   32.00   39.00   50.00
   19.34    4.00   21.00   23.00   13.00
   20.92    4.00   26.00   51.00   51.00
   22.17    6.00   26.00   47.00   68.00
   21.30    4.00   32.00   32.00   44.00
   19.88    6.00   24.00   48.00   52.00
