-0.76603	0.70944
-1.64475	-3.37467
-0.19466	-2.15979
0.79960	-0.59154
0.45282	0.90813
-0.16771	1.23657
0.64447	-0.20251
0.23944	0.83181
-0.18552	1.30226
0.73372	2.59445
-0.67452	-3.44911
-1.22054	-2.90628
-0.69060	1.04944
-0.31067	-2.99491
1.33323	2.14309
-1.04838	-5.08897
-0.26968	0.48108
0.32870	-2.33497
1.13223	0.41293
0.20650	1.34595
1.88834	0.26522
-0.31006	-3.75523
2.14895	2.53690
1.15766	0.92870
-0.55001	-0.32905
0.69426	0.28808
-0.75533	-1.83426
-0.98075	-1.62047
1.01897	1.73131
0.34553	4.01162
-0.60537	-1.71946
-0.71557	-3.43262
0.68121	-1.06658
-0.16163	1.94975
-0.05059	0.77368
1.41192	4.02574
1.53083	1.49957
-1.48280	-3.14217
0.12182	-0.38154
-0.76626	-1.88814
1.42743	-0.67232
2.43088	0.71563
-0.65922	-1.92704
-0.03508	0.95950
-0.59218	1.37869
-1.26032	-1.54812
-0.85445	-2.06739
0.25363	1.16263
0.36993	2.52564
-1.56730	-4.09314
0.43700	-0.03336
0.35059	-0.51946
-1.24219	-3.21611
1.48659	1.69615
-0.71527	-1.03958
-0.40175	-1.27060
0.36561	0.90889
0.05623	0.63945
1.31850	2.09731
0.93139	0.86057
0.36049	-2.77224
-0.33844	-1.14456
1.11392	-3.92148
1.10505	1.86409
-0.27248	0.25715
-1.19205	-3.61166
-1.14494	-1.96374
0.65195	0.53015
-0.89084	0.27244
0.05353	2.60836
-1.03445	0.89647
-0.05138	3.13135
-0.37582	-4.46777
-0.43804	-0.30249
-1.42545	-0.49253
-0.95256	-0.52098
0.67862	2.00102
-1.06259	-3.74112
-1.18713	-2.60949
2.06359	4.92034
-0.71873	1.16184
-1.01912	-3.70700
-0.81922	-1.21921
2.23017	2.48217
-0.30888	2.25396
-0.72707	-2.29146
-0.21502	2.00659
-0.12656	1.50262
-0.13217	-4.05572
-0.55194	-1.12423
1.05531	1.51891
0.00702	-1.52278
0.34241	0.80657
-0.98522	-2.36739
-0.01749	1.81919
-1.33607	-5.68635
1.92255	3.50426
0.15711	-0.42394
0.09351	-0.74340
0.14330	1.54392
-0.57544	1.00579
0.06130	1.90083
0.99056	-1.02949
0.57196	2.13589
1.00275	3.81407
-0.97784	0.63292
-0.96168	-2.54256
0.05041	1.95106
0.31046	-0.98594
0.23976	-3.30416
0.31305	-3.66741
-0.49848	-2.25780
-0.60187	-0.71179
0.03590	0.40746
-1.18482	-0.48423
-0.69429	-2.43900
0.52248	2.58873
0.22124	0.73793
-0.65039	-0.63839
-1.03555	-2.48097
0.44354	3.02665
0.60571	3.07463
1.37259	2.43613
0.42169	0.46121
-0.56242	-1.98426
-1.06865	1.74958
0.95708	1.23914
-0.66307	-2.79398
1.97942	3.14317
-0.73040	1.69218
0.91703	2.38979
-0.61144	-3.19565
0.10872	0.34939
0.13480	0.93065
1.04457	3.79520
-0.31877	-1.58031
-0.37525	0.84078
-1.48018	0.15616
-0.36590	1.47629
-0.31084	1.26095
0.93285	2.16041
1.23741	2.03972
1.41459	2.82521
0.21206	-0.21886
-0.77638	-0.22694
-0.88495	-0.33888
-0.90412	-2.44972
-0.78848	-1.90912
0.02965	1.28077
-0.24480	-0.05291
-0.72493	-0.03417
1.35096	4.04955
-0.55099	-0.98502
-0.43304	4.39481
1.05696	2.30129
1.17555	2.35076
1.89508	1.17378
-1.16905	-2.18564
-0.42733	-3.82622
0.05124	1.08788
-0.02167	2.94094
1.48714	1.21914
-0.81148	-0.57252
-0.74403	-1.03986
-1.16759	-1.63323
0.44303	1.35760
2.71441	4.94937
-0.52026	0.64617
-1.80291	-3.20453
0.80636	3.41461
1.01257	0.38241
-1.00814	-2.62846
-0.41083	1.63574
1.50224	3.85396
-1.02880	-2.28186
-0.60000	-2.69949
-0.30691	-4.35748
-0.01959	0.92600
-0.58211	-0.77103
-0.08319	0.33383
0.43476	-0.45920
-0.07303	1.51932
-0.72093	0.53953
