1.216858373	2.254904348	19.77623131	10.13795737	10.21066741	10.08425416	10.00198039	1.129356316	1.926432507	2.62805627	2.719227756	2.66740938	2.809383201
1												
0.495626943	1											
0.601893783	0.441807469	1										
0.353799704	0.205999418	0.292080944	1									
0.401403195	0.273581093	0.326065407	0.691718164	1								
0.341741623	0.195211094	0.279101543	0.69698407	0.715906934	1							
0.336317965	0.220811692	0.289988593	0.724372233	0.658709857	0.724849303	1						
0.161814086	0.071617183	0.118940533	0.187488463	0.229199463	0.192793281	0.141376262	1					
0.222096013	0.159954169	0.164207713	0.215196607	0.287978509	0.208519869	0.183562741	0.294062803	1				
0.311902248	0.214983564	0.23788875	0.528005224	0.546919922	0.44709507	0.476122528	0.192900005	0.314608017	1			
0.283518823	0.196788072	0.208567975	0.416400468	0.585143723	0.420702104	0.39539511	0.155683389	0.289636963	0.75331317	1		
0.282564715	0.182553248	0.21910564	0.497179057	0.5790032	0.513466304	0.478893093	0.174230637	0.267919652	0.798117031	0.754313953	1	
0.292746095	0.208465675	0.234170572	0.531509163	0.573779815	0.491846692	0.51195833	0.170445149	0.295566752	0.851280574	0.740959378	0.797069848	1
1.388617066	2.834719892	23.96430256	9.917423681	10.35683191	9.931531103	9.847931782	1.138676131	1.833811597	2.753071696	2.797795519	2.689019814	2.980562416
1												
0.519952617	1											
0.639691175	0.576102125	1										
0.394205852	0.343024482	0.338004565	1									
0.449370026	0.384768169	0.36855424	0.743500309	1								
0.406694837	0.359108424	0.292435847	0.723428541	0.695421008	1							
0.472970114	0.373889295	0.365017425	0.701556853	0.682168368	0.684198542	1						
0.189661542	0.082162555	0.079212969	0.353347247	0.395431111	0.319298359	0.251091662	1					
0.154758933	0.123498016	0.172783578	0.205934422	0.262694603	0.16931968	0.24463727	0.21234277	1				
0.352186849	0.252102946	0.262104937	0.48978231	0.592508172	0.427006573	0.504308876	0.235038204	0.296445892	1			
0.264773645	0.23900198	0.205284056	0.403504432	0.578247791	0.383072791	0.428697642	0.21811284	0.276614484	0.773828809	1		
0.289541552	0.223797468	0.216822763	0.42450117	0.549708711	0.416723245	0.447416361	0.242176615	0.309349525	0.810202526	0.764312359	1	
0.367551404	0.282358582	0.274008063	0.454827506	0.52039448	0.427951028	0.505769072	0.212957125	0.237773889	0.845357732	0.749946919	0.783518957	1
