.573051	.004757	-1.092516	-.295525
1.090042	.21705	-.215012	.784227
.179867	1.092342	1.079522	1.501178
-.694153	-.939476	.273097	-.563632
-1.36741	-.458001	-1.185672	-2.130568
.579605	-.45413	1.1744	1.439007
.463916	-.717748	.144739	.956966
.180512	.162739	-.044903	-.085042
.253673	-1.204079	-1.215798	.373473
1.027419	.954431	.2645	.811236
-.759287	-.655045	.260557	.078047
1.104495	-.152901	-.129118	.589218
.76172	-1.58505	-1.768711	-1.160348
2.318569	-1.472534	1.527558	1.209731
-.846025	-.105119	-1.117539	-1.516495
-.29512	.752385	.775836	-.786163
1.055233	.419012	.005078	.827539
.50865	.349987	-.362638	.224269
-.805411	.489318	.183194	-.244434
.510023	.21865	1.870689	.469741
-2.154671	-.920039	-1.447549	-1.8754
2.345841	.974702	.927329	1.44783
-1.172163	-1.460031	.61167	-.330083
-.271187	-1.255955	-.231139	-1.264849
.989511	2.461658	-.012214	2.318043
1.454726	-2.402484	3.403458	.553073
.156104	1.335403	-1.070332	-.403113
-.180285	.204559	-.225434	-.337665
.683911	.484199	-1.140827	-.461916
-2.09038	.700247	-.260441	-.956117
.446963	.210443	-.669146	-1.070158
-.567542	-.032539	1.205011	-.411973
.855505	.240943	1.895681	.611045
-.064293	-.911242	-.885236	-1.457648
-2.4647	-1.129086	-2.170312	-2.130479
-.469326	-.538021	-.786332	-.605151
-.090957	-.120628	.138016	-1.115409
-.392073	.116928	-.877035	-.78551
-.478192	.704466	.093277	.383055
-1.888729	-1.527689	-.966674	-1.28942
-.582148	-.127912	-1.074326	-.648899
-.124607	.771995	.218415	.127543
.03434	.374611	2.813464	1.068882
-1.228212	-1.063526	.021143	-.557912
-.597038	-1.207765	-.54696	-.447539
.29954	.550119	1.666523	1.719101
-1.35569	-.558881	-.447482	-.536755
1.588814	-.603854	.066537	.503124
1.38047	.030146	-.092884	.657656
1.688172	.789382	-.375641	1.10971
.489773	1.41084	.872574	.400221
-2.81328	-.687849	-.795578	-2.370048
-.730827	-.120584	.282551	-.018901
2.259616	-.340315	.30288	1.246775
.144324	1.958691	.6354	1.059816
.005238	-.769411	-1.006717	-.593266
.302495	.212187	-.503059	-1.445788
-1.452235	-2.771112	-.371753	-.802222
-.855961	-.926949	1.831551	.302304
-1.644768	1.201171	-1.036305	.07038
1.007635	.091572	-.179283	1.346965
.045692	-.062764	.83184	.229328
-1.139363	-.396269	-.378358	-.896055
-1.154268	-1.141862	-2.929361	-2.639701
-.354129	-.532185	.062418	.041908
-.148284	-1.79819	-1.370737	-1.909855
-.922427	-.505487	.385782	.245947
1.660074	.727776	.026496	.992131
-1.078953	-.496162	.382552	-.924215
.211655	-.698959	-.622244	.178973
-1.254994	-.536669	1.572489	.309709
-1.110931	-1.951013	-.289128	-1.273147
2.625872	2.628452	.155123	2.609401
-1.080526	-.818125	.53771	.557305
.762969	1.928534	-.418326	.527794
-.101754	-1.480264	-.59323	-.881139
-1.122865	-.449136	.053961	-.45428
-.894718	-1.401383	.209159	-.607109
-.213364	.130692	.309322	.090224
-1.065222	.1238	2.145692	.491702
-.387833	-.208321	-.676855	-.550935
.250665	.903227	-.366699	-.542481
-1.010871	2.194701	-.530151	.50171
.52703	.121648	-.182055	-.155236
-1.373059	-.253815	.997508	.006342
.520681	-.953294	.753899	1.531331
-1.605275	-.743045	-.904446	.204451
2.10371	2.39875	.445716	2.27244
.354805	-.391627	.634163	.637707
.100772	-.067836	-.662763	-.278975
-1.704053	-.212899	-.950749	-.565852
1.311074	.249997	.359694	1.358859
-.196207	.146818	-1.271129	-.965816
.779012	.742892	2.473539	2.028996
.899194	-.216781	1.252506	-.296565
