.689569	.288662	-.888682	-.205389
1.311678	.798591	-.003735	.765697
.216439	1.399119	1.391821	1.512076
-.835294	-1.46969	-.209875	-.55785
-1.645444	-1.224576	-1.322426	-1.991182
.697456	-.258554	.871508	1.388255
.558244	-.631899	-.131483	1.155431
.217215	.284343	.043499	-.172323
.305253	-1.319082	-1.518326	.950507
1.236322	1.652186	.706121	.594118
-.913672	-1.160665	-.10925	.31706
1.329071	.361957	-.080733	.49565
.9166	-1.525214	-2.107261	-1.075476
2.790001	-.62152	.903026	.463089
-1.018047	-.543837	-1.074918	-1.380622
-.355126	.756793	.951096	-1.306062
1.269792	1.023664	.265479	.74204
.612073	.670979	-.124966	.236997
-.969175	.189267	.290662	-.171727
.613726	.514113	1.74053	-.20633
-2.592777	-2.167535	-1.803704	-1.255709
2.822817	2.327499	1.395192	.790629
-1.410498	-2.330143	-.173105	-.160327
-.326327	-1.64047	-.737641	-1.446581
1.190707	3.441445	1.084523	2.629796
1.750514	-2.163571	2.06024	-.731125
.187845	1.678947	-.35791	-.330387
-.216942	.156357	-.124867	-.336827
.82297	.918511	-.723829	-.489891
-2.515414	-.192195	-.112197	-.577326
.537843	.473131	-.450928	-1.382736
-.682939	-.319268	.974409	-.795445
1.029454	.711443	1.800281	-.138477
-.077365	-1.124816	-1.140686	-1.57409
-2.965844	-2.571378	-2.53689	-1.228755
-.564754	-.877116	-.936437	-.347374
-.109451	-.18961	.061375	-1.525007
-.471793	-.053334	-.738721	-.639119
-.575422	.608917	.329376	.587797
-2.272762	-2.76512	-1.617743	-.666846
-.700515	-.440883	-1.024912	-.301528
-.149943	.86451	.494467	.074665
.041322	.466317	2.574776	.419452
-1.477943	-1.882195	-.522388	-.275609
-.718433	-1.74356	-1.016715	-.121158
.360445	.807793	1.683551	1.606049
-1.631341	-1.339799	-.728485	-.080733
1.911866	.060163	-.057097	.187045
1.661159	.717796	.048886	.470304
2.031426	1.780463	.143824	1.021591
.589358	1.934193	1.37097	-.039145
-3.385301	-2.214216	-1.203466	-1.960146
-.879425	-.505505	.131692	.12479
2.719061	.707512	.310848	.872565
.173669	2.420788	1.363174	1.010069
.006303	-.920352	-1.180942	-.390783
.364001	.403889	-.319647	-1.904475
-1.747516	-4.041126	-1.580674	-.256904
-1.030002	-1.534559	1.120998	.121999
-1.979196	.628713	-.535578	.904178
1.212516	.607384	-.031539	1.555255
.054982	-.052726	.692952	.008575
-1.371028	-1.037924	-.584024	-.677782
-1.388964	-1.939651	-3.084057	-2.083152
-.426134	-.813235	-.194904	.194597
-.178435	-2.230217	-1.929509	-1.917981
-1.109983	-1.061818	.046086	.542627
1.997614	1.69269	.461741	.734276
-1.298336	-1.127921	.033952	-.996008
.254691	-.733919	-.804174	.449739
-1.510171	-1.263435	1.02512	.322885
-1.336815	-2.888861	-1.143878	-1.104901
3.159787	4.449507	1.434766	2.415283
-1.300228	-1.514905	.034851	.989635
.918102	2.690082	.497323	.457406
-.122443	-1.825877	-1.126733	-.834913
-1.351176	-1.093194	-.232818	-.230835
-1.07664	-2.122798	-.471549	-.490965
-.256747	.051418	.301566	.073145
-1.281812	-.377472	1.805157	.252197
-.466691	-.44139	-.69999	-.365832
.301632	1.207227	.077164	-.763829
