1.47	0.77	1.25	1.29	-0.65
3.19	1.13	0.75	1.00	-2.66
-0.08	0.08	0.28	-0.10	1.71
3.83	2.45	0.28	-0.28	1.69
0.97	-0.09	-0.88	-0.50	4.61
-0.07	0.32	-0.76	-0.98	-0.84
3.21	2.02	0.50	0.47	0.78
4.32	0.81	0.13	0.08	0.35
0.39	0.62	-0.18	-0.11	-1.87
1.53	0.36	0.59	0.69	-0.27
2.40	1.55	0.57	-0.10	-2.89
3.42	2.12	0.63	0.09	-2.18
0.87	-0.12	-0.21	-0.68	-0.41
1.96	0.12	0.18	0.36	0.62
2.71	0.84	-0.23	0.04	0.47
1.37	0.22	0.11	0.04	-1.29
1.31	0.01	0.15	-0.05	-0.37
4.73	0.27	0.42	0.56	1.33
1.25	1.45	-0.42	-0.34	2.31
2.20	1.91	1.57	1.72	-4.35
0.54	0.53	0.31	0.18	-1.46
-1.55	-1.15	0.17	-0.17	3.97
2.28	0.94	0.61	-0.13	-2.95
4.19	0.91	-0.19	-0.57	2.43
3.14	1.90	0.65	0.29	0.97
4.45	-0.66	-0.29	0.20	2.60
1.54	1.60	0.52	0.36	5.13
2.06	-0.04	0.86	1.17	3.95
-2.26	-0.18	0.85	0.28	-3.60
-1.18	-0.41	0.57	0.47	-1.46
-0.28	-0.63	0.19	-0.17	-3.29
0.00	-0.19	0.22	0.24	2.97
0.68	-0.15	0.78	-0.61	-2.23
1.93	-0.66	-0.49	-0.52	-0.25
4.22	1.71	0.69	0.55	-0.20
2.07	-0.53	-0.23	-0.46	2.13
0.42	-0.90	0.22	0.03	2.64
3.13	1.53	0.05	0.28	-2.08
3.26	1.80	1.16	0.27	-3.60
0.54	-1.28	0.06	-0.15	-0.17
3.00	1.60	0.32	0.48	2.03
-1.12	0.60	0.49	0.18	-3.58
3.57	2.16	0.66	0.64	-3.55
3.03	0.80	0.07	0.30	0.01
2.51	0.68	0.24	0.43	-1.58
2.48	0.21	0.32	0.81	4.08
1.29	-1.41	-0.59	-0.80	-0.87
4.75	1.42	0.23	0.54	0.66
0.95	0.81	0.58	0.31	3.62
2.17	0.42	0.44	0.87	1.34
1.25	-0.02	0.04	-0.33	5.02
0.41	0.05	-0.89	0.21	2.29
-1.83	0.17	-0.12	0.03	-1.50
1.93	-0.11	0.51	0.55	2.36
-0.37	-0.07	0.13	-0.34	-0.35
0.91	1.17	0.49	-0.35	-2.77
3.78	-0.18	0.56	0.68	4.24
1.41	-0.10	0.24	-0.09	-5.44
0.45	-0.42	-0.14	0.36	2.23
0.28	-0.69	-1.17	-0.66	7.16
2.55	0.28	1.22	0.69	2.55
1.55	0.49	0.02	-0.56	1.21
6.33	2.04	1.29	0.87	1.27
2.78	0.28	-0.65	-0.34	-2.66
2.55	-1.09	1.64	0.78	2.09
-0.09	-0.60	-0.05	-0.60	0.71
1.66	0.98	-0.42	0.30	-0.13
2.58	0.31	1.21	0.64	-0.25
-0.19	0.36	-0.32	-0.60	1.03
2.31	0.31	-0.02	-0.15	-0.73
2.34	0.03	-0.53	0.32	-0.09
1.62	-0.17	0.29	0.15	-1.78
1.48	1.42	0.32	0.43	0.75
0.00	0.10	0.08	0.25	0.14
-0.16	0.18	0.15	-0.19	2.13
2.43	-0.58	0.21	-0.23	0.86
-0.39	0.93	0.83	0.68	1.85
0.62	-0.41	0.81	0.59	1.87
1.01	0.62	-0.61	-0.97	1.85
5.05	2.16	0.18	-0.23	1.22
1.55	-0.47	0.86	0.54	1.92
1.89	0.60	0.86	0.86	4.70
1.03	0.80	0.86	1.05	-6.15
1.10	2.41	0.66	0.68	-0.13
2.18	1.81	0.42	0.55	1.33
1.67	1.75	0.86	0.99	-5.61
3.12	0.33	0.45	0.41	1.12
0.43	0.97	0.74	0.42	-5.02
-0.90	0.61	0.15	-0.17	-1.07
0.83	0.35	0.53	-0.26	0.83
2.43	2.13	0.83	0.77	-0.17
0.37	-0.62	-0.94	-0.85	-3.15
2.03	-0.16	-0.08	0.21	3.02
0.95	-0.15	0.24	0.06	-1.31
2.86	0.98	0.33	0.80	4.61
0.21	-0.32	-0.29	-0.46	3.00
1.73	-0.14	0.56	0.30	0.11
2.59	0.97	0.56	0.68	-1.06
0.85	0.01	0.90	1.49	-6.45
2.70	-0.02	0.10	-0.06	-0.68
3.02	0.47	0.19	-0.27	1.93
4.01	1.43	0.05	-0.48	-2.12
-2.07	-1.39	-0.15	-0.37	3.33
2.90	-0.17	1.21	0.61	0.28
3.20	0.64	0.11	0.62	-1.11
3.27	0.70	0.25	0.73	-2.19
1.62	0.13	0.54	0.61	-0.27
-2.12	0.54	0.34	-0.38	4.30
3.27	0.96	0.51	0.21	-0.27
0.87	0.44	-0.34	0.18	-0.25
3.02	-0.80	-0.45	-0.53	3.85
4.17	0.91	0.56	0.43	-2.16
-0.39	0.37	1.05	0.96	-1.15
0.91	-0.20	0.34	0.12	-2.41
1.84	-0.16	0.64	0.27	-1.56
0.42	0.82	0.02	0.31	-0.16
2.92	1.48	0.58	-0.22	2.80
-2.94	-0.67	-0.42	-0.75	0.26
1.64	0.24	0.11	0.03	2.72
1.62	-0.37	-0.35	0.60	-0.34
2.50	-0.23	0.18	-0.32	-1.24
0.36	-0.50	0.37	0.04	5.37
2.25	0.65	-0.83	-0.52	0.53
0.29	0.25	0.07	-0.13	1.96
4.15	-0.44	0.80	0.68	2.32
2.82	0.25	0.13	0.73	4.12
1.63	0.28	1.07	1.10	-5.18
3.66	0.58	-0.62	-0.55	1.19
3.86	1.11	-0.20	0.07	-0.45
0.89	1.03	0.53	0.32	0.11
3.00	0.10	-0.01	-0.18	2.63
4.83	1.73	0.73	0.38	2.54
-0.33	0.99	-0.73	0.13	2.24
2.32	1.38	-0.11	0.13	-0.10
-0.06	1.32	-0.22	-0.35	-1.11
1.19	1.10	0.75	0.13	2.52
-0.11	-0.15	0.54	-0.30	-1.88
1.38	-0.14	0.95	-0.01	-0.72
4.33	2.56	0.18	0.33	-2.01
2.58	0.31	0.21	-0.28	-0.76
3.56	1.46	-0.29	-0.13	-1.22
1.82	1.69	-0.11	-0.11	-0.32
2.05	0.65	0.37	0.27	-2.12
3.76	-0.56	0.20	0.56	3.54
3.18	-0.10	0.31	0.45	-0.28
2.65	1.27	0.94	0.72	-3.19
2.94	0.93	1.07	0.89	0.08
0.96	0.38	-0.65	-0.67	-3.06
4.51	-0.10	0.35	-0.05	0.37
0.84	-0.72	-0.47	-0.32	-0.19
1.41	-0.74	0.04	-0.22	-6.69
2.53	0.24	-0.23	0.21	3.28
2.66	1.76	0.88	0.79	0.48
1.80	0.87	0.97	1.01	-0.86
0.87	-0.36	0.32	-0.12	-0.44
2.35	1.26	0.35	0.33	1.45
0.60	-0.90	0.35	0.02	2.48
-0.24	0.11	-0.22	0.15	3.28
2.65	0.17	0.70	-0.36	0.29
